datetime,temp_c,dewpoint_c,wind_speed,wind_dir,precip_mm
2023-07-20 20:00:00,19.4,5.0,2.44,336.5,0.0
2023-07-20 21:00:00,17.2,3.8,7.18,238.5,0.0
2023-07-20 22:00:00,19.3,11.0,7.21,204.4,0.0
2023-07-20 23:00:00,20.0,14.7,1.82,300.5,5.54
2023-07-21 00:00:00,12.9,2.8,3.67,286.0,0.0
2023-07-21 01:00:00,18.4,9.8,3.17,292.6,0.0
2023-07-21 02:00:00,16.7,3.2,4.58,180.3,0.0
2023-07-21 03:00:00,19.5,12.9,3.31,225.4,0.0
2023-07-21 04:00:00,20.3,10.8,4.54,260.7,0.0
2023-07-21 05:00:00,23.7,8.7,1.36,262.8,0.0
2023-07-21 06:00:00,25.0,12.6,1.93,56.0,0.0
2023-07-21 07:00:00,25.7,17.7,7.88,4.3,0.18
2023-07-21 08:00:00,28.0,19.5,2.55,353.8,0.0
2023-07-21 09:00:00,31.2,21.4,5.31,156.1,0.0
2023-07-21 10:00:00,31.5,22.1,2.81,228.3,0.0
2023-07-21 11:00:00,31.6,24.1,4.75,289.2,0.0
2023-07-21 12:00:00,28.0,16.4,3.45,324.6,0.0
2023-07-21 13:00:00,31.1,19.0,6.26,96.3,0.0
2023-07-21 14:00:00,29.7,20.3,5.24,20.0,0.0
2023-07-21 15:00:00,30.3,18.0,5.06,247.6,0.0
2023-07-21 16:00:00,27.0,14.1,5.95,24.8,0.0
2023-07-21 17:00:00,25.3,11.6,7.33,20.3,0.0
2023-07-21 18:00:00,21.0,7.7,7.32,333.0,0.0
2023-07-21 19:00:00,24.7,12.7,5.0,236.7,0.0
2023-07-21 20:00:00,20.1,10.7,1.47,281.1,0.0
2023-07-21 21:00:00,18.7,11.0,6.37,284.5,0.0
2023-07-21 22:00:00,17.4,4.3,4.22,150.5,0.0
2023-07-21 23:00:00,17.7,5.1,3.93,209.8,0.0
2023-07-22 00:00:00,16.7,4.0,0.57,333.3,0.0
2023-07-22 01:00:00,17.3,11.0,2.4,24.2,9.5
2023-07-22 02:00:00,19.1,9.2,9.36,305.3,0.0
2023-07-22 03:00:00,16.8,5.3,5.86,330.4,0.0
2023-07-22 04:00:00,21.8,8.1,3.56,47.0,0.0
2023-07-22 05:00:00,21.8,15.5,1.45,289.4,0.0
2023-07-22 06:00:00,22.0,12.4,2.81,285.9,0.0
2023-07-22 07:00:00,26.3,19.2,6.22,252.6,0.0
2023-07-22 08:00:00,25.4,16.1,5.47,316.4,0.0
2023-07-22 09:00:00,27.2,19.3,3.21,249.9,0.0
2023-07-22 10:00:00,31.5,23.4,2.8,270.0,0.0
2023-07-22 11:00:00,33.2,21.6,8.45,301.8,0.82
2023-07-22 12:00:00,29.8,20.4,4.25,286.3,0.0
2023-07-22 13:00:00,30.1,24.5,7.48,310.2,0.0
2023-07-22 14:00:00,30.7,17.8,4.9,218.7,0.0
2023-07-22 15:00:00,28.3,23.1,2.29,261.8,0.0
2023-07-22 16:00:00,28.5,21.3,5.4,324.7,0.0
2023-07-22 17:00:00,24.7,15.0,7.98,269.4,0.0
2023-07-22 18:00:00,22.8,14.6,2.04,194.7,0.0
2023-07-22 19:00:00,21.3,11.1,6.39,263.2,0.0
2023-07-22 20:00:00,23.3,15.0,2.5,219.3,0.0
2023-07-22 21:00:00,19.8,6.0,3.77,187.5,0.0
2023-07-22 22:00:00,19.0,5.1,6.93,208.7,0.0
2023-07-22 23:00:00,20.6,9.5,2.14,248.0,0.0
2023-07-23 00:00:00,15.5,1.6,3.16,61.7,0.0
2023-07-23 01:00:00,18.5,11.8,2.03,241.2,0.0
2023-07-23 02:00:00,18.8,11.1,2.17,332.6,0.0
2023-07-23 03:00:00,14.0,-0.0,2.99,300.8,0.0
2023-07-23 04:00:00,22.8,9.2,5.67,187.6,0.0
2023-07-23 05:00:00,19.6,4.9,1.88,176.8,0.0
2023-07-23 06:00:00,23.3,13.6,4.1,298.8,0.0
2023-07-23 07:00:00,23.4,14.3,6.36,341.2,0.0
2023-07-23 08:00:00,28.7,22.3,3.16,262.3,0.0
2023-07-23 09:00:00,30.3,22.2,0.58,265.2,0.0
2023-07-23 10:00:00,30.6,20.4,8.0,221.9,0.0
2023-07-23 11:00:00,28.9,15.0,4.07,246.3,0.0
2023-07-23 12:00:00,29.7,19.2,5.12,335.9,0.0
2023-07-23 13:00:00,31.4,18.8,3.02,193.3,0.0
2023-07-23 14:00:00,30.1,20.4,6.72,218.6,0.0
2023-07-23 15:00:00,,23.6,3.25,207.4,0.0
2023-07-23 16:00:00,26.7,17.2,5.75,331.7,0.0
2023-07-23 17:00:00,25.9,20.1,4.24,345.2,0.0
2023-07-23 18:00:00,22.9,9.3,2.42,226.9,0.0
2023-07-23 19:00:00,20.6,7.7,5.68,270.6,0.0
2023-07-23 20:00:00,21.0,14.4,6.28,275.4,0.0
2023-07-23 21:00:00,17.9,2.9,5.44,266.7,0.0
2023-07-23 22:00:00,21.1,14.2,7.87,231.3,0.0
2023-07-23 23:00:00,18.1,6.8,4.53,163.7,0.0
2023-07-24 00:00:00,13.3,7.8,1.5,203.7,0.0
2023-07-24 01:00:00,17.5,9.7,4.38,208.0,0.0
2023-07-24 02:00:00,19.1,9.6,5.92,283.3,0.0
2023-07-24 03:00:00,22.2,8.3,1.45,254.0,0.0
2023-07-24 04:00:00,19.7,14.2,5.33,253.7,0.0
2023-07-24 05:00:00,23.5,15.2,5.32,228.2,0.0
2023-07-24 06:00:00,23.8,14.5,2.69,228.3,0.0
2023-07-24 07:00:00,23.1,11.3,4.68,181.3,0.0
2023-07-24 08:00:00,24.2,9.4,3.09,206.6,0.0
2023-07-24 09:00:00,28.2,20.8,4.05,193.6,0.0
2023-07-24 10:00:00,31.4,24.1,0.56,231.9,0.0
2023-07-24 11:00:00,31.8,24.1,2.29,247.6,0.0
2023-07-24 12:00:00,32.5,23.5,6.19,18.2,0.0
2023-07-24 13:00:00,30.1,17.6,7.54,260.2,0.0
2023-07-24 14:00:00,26.5,18.9,2.63,212.4,0.0
2023-07-24 15:00:00,29.5,20.1,1.03,272.7,0.0
2023-07-24 16:00:00,22.9,16.8,2.25,226.0,2.28
2023-07-24 17:00:00,26.9,19.9,3.85,308.6,0.0
2023-07-24 18:00:00,27.0,13.8,5.87,272.9,0.0
2023-07-24 19:00:00,23.1,16.5,3.75,230.3,0.0
2023-07-24 20:00:00,19.0,5.0,7.0,198.3,0.0
2023-07-24 21:00:00,19.1,7.1,3.82,296.0,0.0
2023-07-24 22:00:00,18.2,6.3,7.85,249.8,0.59
2023-07-24 23:00:00,17.7,2.8,3.35,7.1,0.0
2023-07-25 00:00:00,17.7,5.6,3.45,189.0,0.0
2023-07-25 01:00:00,17.5,3.0,7.66,281.2,0.0
2023-07-25 02:00:00,18.7,8.7,0.89,252.3,0.0
2023-07-25 03:00:00,19.1,5.5,2.78,314.8,0.0
2023-07-25 04:00:00,18.0,9.2,0.69,297.8,0.0
2023-07-25 05:00:00,19.6,14.0,2.14,211.8,0.0
2023-07-25 06:00:00,24.8,18.3,5.71,19.0,0.0
2023-07-25 07:00:00,27.9,14.9,3.58,262.4,0.0
2023-07-25 08:00:00,25.6,13.5,7.2,250.7,0.0
2023-07-25 09:00:00,28.4,20.1,12.81,290.7,0.0
2023-07-25 10:00:00,27.9,22.5,5.72,332.7,0.0
2023-07-25 11:00:00,31.5,18.6,6.67,236.3,0.0
2023-07-25 12:00:00,30.3,22.2,5.47,187.4,0.0
2023-07-25 13:00:00,28.2,22.6,8.36,308.7,0.0
2023-07-25 14:00:00,30.1,23.4,9.44,292.7,0.0
2023-07-25 15:00:00,28.1,20.4,1.29,276.8,0.0
2023-07-25 16:00:00,27.1,19.1,6.55,263.5,0.0
2023-07-25 17:00:00,26.7,15.1,7.41,193.2,0.0
2023-07-25 18:00:00,23.6,13.6,3.7,261.7,0.0
2023-07-25 19:00:00,22.2,12.4,6.4,273.5,0.0
2023-07-25 20:00:00,16.8,10.3,3.7,219.8,0.0
2023-07-25 21:00:00,22.0,10.9,0.36,320.4,0.0
2023-07-25 22:00:00,19.7,5.0,1.34,327.8,0.0
2023-07-25 23:00:00,18.9,13.6,2.69,213.9,0.0
2023-07-26 00:00:00,16.7,2.1,1.69,334.6,0.0
2023-07-26 01:00:00,12.1,1.8,7.79,214.3,0.0
2023-07-26 02:00:00,19.8,9.1,3.95,231.1,0.0
2023-07-26 03:00:00,19.7,7.3,5.06,232.5,0.0
2023-07-26 04:00:00,22.8,16.2,8.08,174.9,0.0
2023-07-26 05:00:00,22.0,16.3,9.93,118.7,0.0
2023-07-26 06:00:00,25.2,10.3,2.25,287.1,0.0
2023-07-26 07:00:00,26.9,17.0,3.07,218.2,0.0
2023-07-26 08:00:00,27.2,19.3,2.39,312.0,0.0
2023-07-26 09:00:00,30.1,15.8,3.83,244.1,0.0
2023-07-26 10:00:00,31.3,20.7,9.03,171.9,0.0
2023-07-26 11:00:00,32.1,19.7,4.55,233.5,0.0
2023-07-26 12:00:00,27.2,14.1,1.54,274.7,0.0
2023-07-26 13:00:00,30.1,24.1,1.03,336.2,0.0
2023-07-26 14:00:00,29.9,15.3,6.88,263.1,0.0
2023-07-26 15:00:00,29.2,16.4,3.94,287.9,0.0
2023-07-26 16:00:00,29.7,20.4,3.15,336.0,0.0
2023-07-26 17:00:00,22.0,13.2,1.22,320.9,0.0
2023-07-26 18:00:00,24.1,13.8,3.05,299.1,0.0
2023-07-26 19:00:00,21.4,15.6,4.44,304.0,0.0
2023-07-26 20:00:00,20.6,9.1,3.74,315.7,0.0
2023-07-26 21:00:00,19.8,13.8,2.63,242.3,0.0
2023-07-26 22:00:00,19.7,13.0,5.2,212.5,0.0
2023-07-26 23:00:00,18.6,6.7,4.58,246.5,0.0
2023-07-27 00:00:00,13.1,5.2,5.37,16.6,0.0
2023-07-27 01:00:00,17.0,6.0,2.75,335.4,0.0
2023-07-27 02:00:00,17.8,4.0,3.35,321.6,0.0
2023-07-27 03:00:00,18.4,11.9,6.28,297.8,0.0
2023-07-27 04:00:00,19.5,11.1,3.36,348.6,0.0
2023-07-27 05:00:00,23.8,11.7,2.3,179.6,0.0
2023-07-27 06:00:00,21.3,7.6,7.41,287.2,0.0
2023-07-27 07:00:00,26.7,15.7,5.25,208.6,0.0
2023-07-27 08:00:00,27.1,20.3,5.71,4.3,5.09
2023-07-27 09:00:00,27.9,18.1,1.34,219.3,0.0
2023-07-27 10:00:00,25.4,11.4,6.26,126.5,0.0
2023-07-27 11:00:00,30.9,18.0,2.39,254.6,0.0
2023-07-27 12:00:00,31.0,24.6,3.91,294.7,0.0
2023-07-27 13:00:00,33.4,18.7,4.27,320.2,0.0
2023-07-27 14:00:00,,20.8,4.66,246.4,0.0
2023-07-27 15:00:00,28.0,20.7,3.18,220.7,0.0
2023-07-27 16:00:00,28.8,15.1,4.83,238.0,0.0
2023-07-27 17:00:00,29.6,24.0,2.77,255.9,0.0
2023-07-27 18:00:00,19.2,8.9,6.15,274.3,0.0
2023-07-27 19:00:00,21.8,9.8,5.77,142.0,0.0
2023-07-27 20:00:00,20.9,12.1,0.56,237.8,0.0
2023-07-27 21:00:00,21.9,9.5,3.02,260.8,0.0
2023-07-27 22:00:00,16.9,4.9,4.29,296.7,0.0
2023-07-27 23:00:00,16.7,8.0,3.45,212.5,4.16
2023-07-28 00:00:00,,5.6,5.91,196.4,0.0
2023-07-28 01:00:00,18.3,6.6,3.45,230.2,0.0
2023-07-28 02:00:00,20.1,5.7,4.33,255.4,0.0
2023-07-28 03:00:00,18.3,6.3,0.37,217.4,0.0
2023-07-28 04:00:00,20.0,11.3,4.71,200.7,0.0
2023-07-28 05:00:00,23.0,9.6,6.28,37.5,0.0
2023-07-28 06:00:00,22.0,12.3,3.2,306.7,5.07
2023-07-28 07:00:00,23.8,17.4,6.8,325.4,0.0
2023-07-28 08:00:00,25.2,20.1,2.26,335.2,0.0
2023-07-28 09:00:00,32.1,22.4,2.34,202.9,0.0
2023-07-28 10:00:00,30.1,19.8,5.07,153.5,0.0
2023-07-28 11:00:00,31.8,26.7,3.58,260.1,0.0
2023-07-28 12:00:00,33.1,21.4,4.49,317.5,0.0
2023-07-28 13:00:00,30.2,18.9,3.44,163.1,0.0
2023-07-28 14:00:00,30.3,17.0,9.6,233.0,0.0
2023-07-28 15:00:00,28.5,23.4,4.97,254.1,7.12
2023-07-28 16:00:00,24.5,14.4,4.72,304.3,0.0
2023-07-28 17:00:00,26.2,17.2,5.21,354.8,0.0
2023-07-28 18:00:00,23.0,9.0,4.5,223.1,0.0
2023-07-28 19:00:00,21.6,14.0,4.22,236.9,0.0
2023-07-28 20:00:00,22.9,13.3,7.0,241.7,1.38
2023-07-28 21:00:00,17.8,10.2,3.41,166.9,0.0
2023-07-28 22:00:00,22.2,12.7,5.09,286.6,0.0
2023-07-28 23:00:00,18.8,8.8,2.98,251.2,0.0
2023-07-29 00:00:00,18.4,10.3,0.51,249.9,0.0
2023-07-29 01:00:00,19.3,8.3,2.11,232.1,0.0
2023-07-29 02:00:00,14.8,5.5,1.61,347.5,0.0
2023-07-29 03:00:00,18.0,10.1,4.09,252.7,0.0
2023-07-29 04:00:00,20.1,10.6,3.82,324.4,0.0
2023-07-29 05:00:00,20.6,7.5,3.61,224.7,0.0
2023-07-29 06:00:00,21.8,14.1,5.33,182.5,0.0
2023-07-29 07:00:00,24.7,12.2,3.16,175.1,0.0
2023-07-29 08:00:00,29.0,15.9,,250.7,0.0
2023-07-29 09:00:00,30.2,16.7,5.19,277.1,1.02
2023-07-29 10:00:00,30.2,20.8,2.39,19.0,0.0
2023-07-29 11:00:00,31.0,20.6,4.46,253.3,0.0
2023-07-29 12:00:00,32.3,23.0,1.73,270.6,0.0
2023-07-29 13:00:00,29.0,21.7,5.11,53.6,0.0
2023-07-29 14:00:00,30.1,23.5,0.2,275.2,0.0
2023-07-29 15:00:00,29.2,18.7,3.28,138.7,0.0
2023-07-29 16:00:00,30.1,22.6,9.11,188.5,0.0
2023-07-29 17:00:00,26.6,14.3,3.13,273.9,0.0
2023-07-29 18:00:00,25.9,15.7,5.02,267.6,0.0
2023-07-29 19:00:00,25.6,18.0,3.44,193.8,0.0
2023-07-29 20:00:00,19.3,11.3,5.3,213.5,0.0
2023-07-29 21:00:00,19.6,5.9,1.86,257.6,0.0
2023-07-29 22:00:00,20.9,9.7,0.91,189.6,0.0
2023-07-29 23:00:00,13.3,6.7,2.84,156.2,0.15
2023-07-30 00:00:00,15.7,4.5,7.5,332.0,3.81
2023-07-30 01:00:00,21.1,6.1,3.35,297.2,0.0
2023-07-30 02:00:00,21.8,14.9,1.16,318.0,0.0
2023-07-30 03:00:00,18.6,5.3,2.91,217.4,0.0
2023-07-30 04:00:00,22.4,17.1,4.07,315.1,0.0
2023-07-30 05:00:00,21.2,10.5,3.67,6.8,0.0
2023-07-30 06:00:00,21.3,11.5,4.02,157.4,0.0
2023-07-30 07:00:00,25.5,13.9,0.84,228.6,0.0
2023-07-30 08:00:00,27.5,20.8,4.17,354.4,0.0
2023-07-30 09:00:00,30.2,19.9,7.8,227.2,0.0
2023-07-30 10:00:00,29.7,15.7,0.31,285.4,0.0
2023-07-30 11:00:00,33.2,20.5,1.27,205.4,0.0
2023-07-30 12:00:00,29.0,20.3,1.96,24.3,0.0
2023-07-30 13:00:00,29.2,23.4,4.91,336.7,0.0
2023-07-30 14:00:00,30.3,18.4,2.63,357.1,0.0
2023-07-30 15:00:00,28.1,13.8,2.0,240.5,0.0
2023-07-30 16:00:00,26.5,12.3,3.39,18.7,0.0
2023-07-30 17:00:00,29.5,24.0,4.62,193.1,0.0
2023-07-30 18:00:00,22.0,11.6,3.69,68.5,0.0
2023-07-30 19:00:00,23.3,10.4,2.26,173.1,0.0
2023-07-30 20:00:00,19.9,13.8,2.61,250.9,0.0
2023-07-30 21:00:00,17.3,7.6,4.34,127.0,0.0
2023-07-30 22:00:00,16.0,10.7,2.07,271.7,0.0
2023-07-30 23:00:00,18.0,10.0,10.98,236.0,0.0
2023-07-31 00:00:00,16.4,4.2,5.89,286.8,0.0
2023-07-31 01:00:00,19.5,6.1,3.21,117.5,0.0
2023-07-31 02:00:00,18.1,10.8,2.16,309.4,0.0
2023-07-31 03:00:00,14.4,6.4,5.82,226.7,0.0
2023-07-31 04:00:00,23.0,8.9,2.33,296.6,0.0
2023-07-31 05:00:00,24.0,9.8,7.38,174.9,0.0
2023-07-31 06:00:00,29.2,20.8,6.97,173.2,0.0
2023-07-31 07:00:00,24.9,15.6,5.35,246.4,0.0
2023-07-31 08:00:00,26.9,15.1,6.12,274.3,0.0
2023-07-31 09:00:00,25.0,16.1,3.15,245.8,0.0
2023-07-31 10:00:00,28.3,15.7,1.31,345.1,0.0
2023-07-31 11:00:00,31.2,19.7,5.95,301.0,0.0
2023-07-31 12:00:00,30.8,,4.37,187.0,0.0
2023-07-31 13:00:00,29.8,22.7,6.56,21.4,0.0
2023-07-31 14:00:00,32.1,21.2,5.61,306.6,0.0
2023-07-31 15:00:00,28.2,17.6,2.62,147.0,0.0
2023-07-31 16:00:00,26.8,12.4,2.23,205.4,0.0
2023-07-31 17:00:00,25.8,13.0,2.96,289.2,0.0
2023-07-31 18:00:00,22.8,13.0,4.47,208.1,0.0
2023-07-31 19:00:00,21.3,9.4,0.98,335.4,0.0
2023-07-31 20:00:00,19.2,12.6,0.5,151.8,0.0
2023-07-31 21:00:00,17.2,11.4,8.1,304.6,0.0
2023-07-31 22:00:00,19.5,12.0,3.43,19.6,0.0
2023-07-31 23:00:00,18.5,11.6,2.16,353.2,0.0
2023-08-01 00:00:00,14.4,4.0,3.7,320.3,0.0
2023-08-01 01:00:00,17.0,2.3,7.53,246.8,0.0
2023-08-01 02:00:00,16.6,10.1,6.26,219.4,0.0
2023-08-01 03:00:00,22.1,11.2,5.54,323.7,0.0
2023-08-01 04:00:00,19.9,12.4,2.05,287.3,0.0
2023-08-01 05:00:00,22.6,8.0,2.66,255.3,0.0
2023-08-01 06:00:00,25.3,15.7,5.58,7.8,0.0
2023-08-01 07:00:00,28.0,18.6,4.21,338.1,0.05
2023-08-01 08:00:00,26.5,17.4,6.77,245.8,0.0
2023-08-01 09:00:00,28.7,20.6,5.17,335.2,0.0
2023-08-01 10:00:00,28.2,18.1,2.55,271.4,2.17
2023-08-01 11:00:00,30.9,18.3,5.04,238.6,0.0
2023-08-01 12:00:00,32.0,24.7,2.54,284.1,0.0
2023-08-01 13:00:00,33.8,24.3,2.0,198.8,0.0
2023-08-01 14:00:00,30.2,24.8,3.79,246.9,0.0
2023-08-01 15:00:00,28.2,16.5,3.21,326.9,0.0
2023-08-01 16:00:00,24.1,13.7,5.58,298.6,0.0
2023-08-01 17:00:00,25.4,11.3,5.54,272.5,0.0
2023-08-01 18:00:00,26.4,16.9,3.7,335.1,0.0
2023-08-01 19:00:00,19.1,9.3,1.54,241.0,0.0
2023-08-01 20:00:00,19.3,13.6,6.59,187.1,0.0
2023-08-01 21:00:00,20.4,10.1,11.23,213.0,0.0
2023-08-01 22:00:00,14.8,7.4,3.34,24.4,0.0
2023-08-01 23:00:00,18.5,6.0,3.62,310.8,0.0
2023-08-02 00:00:00,18.7,6.4,3.73,34.3,0.0
2023-08-02 01:00:00,19.6,5.6,1.81,203.6,0.0
2023-08-02 02:00:00,18.5,3.8,1.05,209.4,0.0
2023-08-02 03:00:00,19.9,11.2,2.04,326.7,0.0
2023-08-02 04:00:00,25.1,14.9,6.63,302.5,0.0
2023-08-02 05:00:00,24.3,18.5,3.98,282.7,0.0
2023-08-02 06:00:00,24.0,13.3,6.82,207.1,0.0
2023-08-02 07:00:00,26.4,19.4,2.46,255.3,0.0
2023-08-02 08:00:00,25.1,17.2,2.89,282.0,0.0
2023-08-02 09:00:00,33.5,26.5,7.03,164.9,0.0
2023-08-02 10:00:00,28.4,17.8,8.04,265.4,0.0
2023-08-02 11:00:00,30.9,25.0,7.09,233.4,0.0
2023-08-02 12:00:00,33.7,25.8,7.28,229.3,0.0
2023-08-02 13:00:00,30.7,19.5,3.49,18.7,0.0
2023-08-02 14:00:00,33.0,18.3,0.61,279.9,0.0
2023-08-02 15:00:00,27.0,12.4,3.25,229.1,0.0
2023-08-02 16:00:00,31.1,26.0,6.73,293.4,0.0
2023-08-02 17:00:00,26.3,14.2,2.97,58.0,0.0
2023-08-02 18:00:00,25.3,13.3,3.21,244.7,0.0
2023-08-02 19:00:00,21.1,7.2,9.22,197.5,0.0
2023-08-02 20:00:00,23.9,17.5,2.98,279.0,0.0
2023-08-02 21:00:00,22.8,13.9,7.57,227.1,0.0
2023-08-02 22:00:00,13.4,1.7,1.22,284.4,0.0
2023-08-02 23:00:00,18.4,8.3,5.08,248.3,0.0
2023-08-03 00:00:00,18.9,11.0,,24.1,0.0
2023-08-03 01:00:00,17.6,4.0,4.05,304.2,0.0
2023-08-03 02:00:00,16.2,2.4,2.71,264.9,0.0
2023-08-03 03:00:00,19.7,9.9,2.44,163.8,0.0
2023-08-03 04:00:00,21.4,14.7,2.06,262.8,0.0
2023-08-03 05:00:00,19.2,11.3,7.42,301.7,0.0
2023-08-03 06:00:00,24.2,9.3,6.69,355.8,0.0
2023-08-03 07:00:00,25.6,19.0,2.48,133.1,0.0
2023-08-03 08:00:00,25.9,13.9,2.37,246.4,0.0
2023-08-03 09:00:00,27.7,15.8,3.84,349.3,0.0
2023-08-03 10:00:00,30.1,19.9,7.04,259.0,0.0
2023-08-03 11:00:00,33.8,28.3,2.8,141.0,0.0
2023-08-03 12:00:00,29.7,24.2,2.41,305.2,0.0
2023-08-03 13:00:00,25.8,10.9,3.98,244.0,0.0
2023-08-03 14:00:00,29.7,17.3,4.07,293.2,0.0
2023-08-03 15:00:00,28.0,21.6,3.33,263.6,0.0
2023-08-03 16:00:00,29.4,20.7,4.98,204.5,0.0
2023-08-03 17:00:00,24.3,16.5,2.08,320.1,0.0
2023-08-03 18:00:00,25.0,14.6,3.41,274.2,0.0
2023-08-03 19:00:00,24.3,15.9,3.7,246.1,0.0
2023-08-03 20:00:00,19.5,12.3,6.95,17.1,0.0
2023-08-03 21:00:00,17.5,10.3,3.08,302.4,0.0
2023-08-03 22:00:00,19.9,11.4,5.56,235.4,0.0
2023-08-03 23:00:00,15.3,6.5,1.76,275.9,0.0
2023-08-04 00:00:00,16.9,3.4,3.7,3.1,0.0
2023-08-04 01:00:00,14.4,6.8,6.81,278.2,0.0
2023-08-04 02:00:00,13.7,4.2,1.71,204.9,0.0
2023-08-04 03:00:00,21.0,7.5,4.63,269.7,0.0
2023-08-04 04:00:00,18.5,4.6,6.3,5.1,0.0
2023-08-04 05:00:00,19.4,6.5,1.16,289.0,0.0
2023-08-04 06:00:00,26.2,18.6,0.39,182.7,0.0
2023-08-04 07:00:00,24.2,16.9,3.96,306.9,0.0
2023-08-04 08:00:00,27.9,20.4,3.59,221.2,0.0
2023-08-04 09:00:00,33.1,27.0,5.49,294.7,0.0
2023-08-04 10:00:00,29.6,16.4,7.37,284.3,0.0
2023-08-04 11:00:00,31.8,25.2,4.97,185.7,0.0
2023-08-04 12:00:00,27.0,13.7,4.79,259.3,0.0
2023-08-04 13:00:00,28.6,21.4,4.0,269.8,0.0
2023-08-04 14:00:00,29.8,17.4,4.45,280.7,0.0
2023-08-04 15:00:00,25.5,19.6,2.44,220.5,0.0
2023-08-04 16:00:00,26.2,19.7,1.49,240.0,0.0
2023-08-04 17:00:00,25.2,16.8,1.89,291.0,0.0
2023-08-04 18:00:00,23.7,15.8,5.53,263.3,0.0
2023-08-04 19:00:00,23.1,10.7,4.57,242.1,0.0
2023-08-04 20:00:00,16.9,8.0,2.91,191.3,0.0
2023-08-04 21:00:00,19.5,12.5,2.51,358.9,0.0
2023-08-04 22:00:00,18.9,13.6,0.8,243.2,0.0
2023-08-04 23:00:00,19.7,9.1,3.73,314.8,0.0
2023-08-05 00:00:00,18.2,9.9,2.91,224.2,0.0
2023-08-05 01:00:00,17.6,8.4,0.45,191.9,0.0
2023-08-05 02:00:00,20.2,11.3,2.14,330.1,0.0
2023-08-05 03:00:00,19.2,6.4,1.27,346.8,0.0
2023-08-05 04:00:00,17.4,6.4,2.28,286.8,0.0
2023-08-05 05:00:00,23.6,15.9,2.19,317.8,0.0
2023-08-05 06:00:00,24.0,17.8,6.46,316.8,0.0
2023-08-05 07:00:00,27.2,20.4,9.24,6.6,0.0
2023-08-05 08:00:00,,15.4,4.17,348.9,0.0
2023-08-05 09:00:00,31.2,25.9,1.21,251.9,0.0
2023-08-05 10:00:00,30.7,17.8,2.71,309.5,0.0
2023-08-05 11:00:00,28.6,23.5,2.03,282.5,0.0
2023-08-05 12:00:00,29.7,20.5,2.37,41.5,0.0
2023-08-05 13:00:00,35.4,30.1,6.75,301.4,0.0
2023-08-05 14:00:00,27.4,18.4,5.82,21.3,0.0
2023-08-05 15:00:00,30.0,20.0,7.21,265.4,0.0
2023-08-05 16:00:00,28.1,16.2,4.45,218.9,1.58
2023-08-05 17:00:00,25.2,12.0,2.12,304.8,0.0
2023-08-05 18:00:00,25.1,19.4,8.0,308.6,0.0
2023-08-05 19:00:00,23.4,16.6,1.79,118.0,0.0
2023-08-05 20:00:00,21.0,13.3,2.48,293.7,0.0
2023-08-05 21:00:00,17.7,5.9,5.27,247.8,0.0
2023-08-05 22:00:00,18.3,11.1,3.71,250.6,0.0
2023-08-05 23:00:00,17.8,3.8,3.28,285.8,0.0
2023-08-06 00:00:00,18.1,5.6,4.61,185.1,0.02
2023-08-06 01:00:00,14.3,5.7,0.99,312.6,0.0
2023-08-06 02:00:00,16.8,2.8,1.97,159.8,0.07
2023-08-06 03:00:00,17.6,12.6,3.03,338.2,0.0
2023-08-06 04:00:00,18.4,9.1,5.11,251.1,0.0
2023-08-06 05:00:00,21.0,8.2,6.57,223.2,0.0
2023-08-06 06:00:00,22.6,12.5,1.12,162.3,0.0
2023-08-06 07:00:00,27.8,18.1,1.29,,0.0
2023-08-06 08:00:00,27.8,18.2,4.19,265.1,0.0
2023-08-06 09:00:00,29.8,21.6,0.96,154.4,0.0
2023-08-06 10:00:00,29.6,17.6,3.17,148.4,0.0
2023-08-06 11:00:00,31.4,24.6,5.38,213.4,0.0
2023-08-06 12:00:00,31.6,19.4,3.64,312.4,0.0
2023-08-06 13:00:00,31.9,23.8,1.96,3.5,3.5
2023-08-06 14:00:00,31.1,21.3,6.73,293.9,0.0
2023-08-06 15:00:00,28.1,20.7,3.2,350.9,0.0
2023-08-06 16:00:00,23.7,14.9,3.25,312.4,0.0
2023-08-06 17:00:00,26.0,15.1,1.37,184.9,0.0
2023-08-06 18:00:00,24.4,12.8,4.23,307.2,0.0
2023-08-06 19:00:00,18.5,10.9,1.71,157.4,0.0
2023-08-06 20:00:00,21.0,9.6,5.39,250.3,0.0
2023-08-06 21:00:00,17.6,4.8,3.28,221.4,0.0
2023-08-06 22:00:00,17.3,10.6,2.36,191.2,0.0
2023-08-06 23:00:00,15.7,4.6,5.19,157.5,0.0
2023-08-07 00:00:00,16.0,8.4,9.36,287.0,0.0
2023-08-07 01:00:00,18.0,10.0,4.13,246.1,0.0
2023-08-07 02:00:00,,8.1,1.88,333.5,0.0
2023-08-07 03:00:00,19.8,6.8,6.31,289.2,0.0
2023-08-07 04:00:00,19.5,13.6,2.37,255.6,0.0
2023-08-07 05:00:00,15.7,1.0,5.19,258.0,0.1
2023-08-07 06:00:00,22.6,9.0,0.28,206.5,0.0
2023-08-07 07:00:00,24.3,11.6,3.36,232.8,0.01
2023-08-07 08:00:00,26.1,20.4,3.07,273.7,0.0
2023-08-07 09:00:00,26.0,11.6,3.79,318.4,0.0
2023-08-07 10:00:00,27.7,21.9,5.65,278.0,0.0
